ID, build_start
Discription, ""
Cost, 0
Weight, 0
 57 
 49 
0, -37, -120, 1
1, -37, 120, 1
20, -104, 69, 1
-20, -104, 69, 1
20, -104, 90, 1
-20, -104, 90, 1
20, -64, 39, 1
-20, -64, 39, 1
20, -64, 60, 1
-20, -64, 60, 1
26, -94, 13, 1
-26, -94, 13, 1
26, -94, -53, 1
-26, -94, -53, 1
28, -57, -96, 1
28, -57, 98, 1
28, -9, -96, 1
28, -9, 98, 1
-30, -57, -96, 1
-30, -57, 98, 1
-32, -9, -96, 1
-32, -9, 98, 1
38, 0, 70, 1
38, 0, -70, 1
38, -64, 70, 1
38, -64, -70, 1
40, -104, 69, 1
-40, -104, 69, 1
40, -104, 90, 1
-40, -104, 90, 1
40, -64, 30, 1
-40, -64, 30, 1
40, -64, 39, 1
-40, -64, 39, 1
40, -64, 60, 1
-40, -64, 60, 1
-40, -64, 70, 1
40, -64, -70, 1
-40, -64, -70, 1
-42, 0, 70, 1
-42, 0, -70, 1
51, -37, -96, 1
51, -37, 98, 1
-53, -37, -96, 1
-53, -37, 98, 1
68, -37, 70, 1
68, -37, -70, 1
69, -104, 100, 1
69, -104, 60, 1
69, -114, 100, 1
69, -114, 60, 1
-71, -104, 100, 1
-71, -104, 60, 1
-71, -114, 100, 1
-71, -114, 60, 1
-71, -37, 70, 1
-71, -37, -70, 1
 4 ,  30 ,  31 ,  11 ,  10 
 4 ,  12 ,  13 ,  38 ,  37 
 4 ,  10 ,  11 ,  13 ,  12 
 4 ,  12 ,  37 ,  30 ,  10 
 4 ,  11 ,  31 ,  38 ,  13 
 4 ,  46 ,  45 ,  24 ,  25 
 4 ,  23 ,  22 ,  45 ,  46 
 4 ,  40 ,  39 ,  22 ,  23 
 4 ,  56 ,  55 ,  39 ,  40 
 4 ,  38 ,  36 ,  55 ,  56 
 4 ,  25 ,  24 ,  36 ,  38 
 4 ,  38 ,  56 ,  43 ,  18 
 4 ,  56 ,  40 ,  20 ,  43 
 4 ,  40 ,  23 ,  16 ,  20 
 4 ,  23 ,  46 ,  41 ,  16 
 4 ,  46 ,  25 ,  14 ,  41 
 4 ,  25 ,  38 ,  18 ,  14 
 4 ,  24 ,  45 ,  42 ,  15 
 4 ,  45 ,  22 ,  17 ,  42 
 4 ,  22 ,  39 ,  21 ,  17 
 4 ,  39 ,  55 ,  44 ,  21 
 4 ,  55 ,  36 ,  19 ,  44 
 4 ,  36 ,  24 ,  15 ,  19 
 3 ,  15 ,  42 ,  1 
 3 ,  42 ,  17 ,  1 
 3 ,  17 ,  21 ,  1 
 3 ,  21 ,  44 ,  1 
 3 ,  44 ,  19 ,  1 
 3 ,  19 ,  15 ,  1 
 3 ,  18 ,  43 ,  0 
 3 ,  43 ,  20 ,  0 
 3 ,  20 ,  16 ,  0 
 3 ,  16 ,  41 ,  0 
 3 ,  41 ,  14 ,  0 
 3 ,  14 ,  18 ,  0 
 4 ,  29 ,  5 ,  9 ,  35 
 4 ,  33 ,  7 ,  3 ,  27 
 4 ,  33 ,  27 ,  29 ,  35 
 4 ,  9 ,  5 ,  3 ,  7 
 4 ,  4 ,  28 ,  34 ,  8 
 4 ,  6 ,  32 ,  26 ,  2 
 4 ,  6 ,  2 ,  4 ,  8 
 4 ,  34 ,  28 ,  26 ,  32 
 4 ,  47 ,  51 ,  53 ,  49 
 4 ,  50 ,  54 ,  52 ,  48 
 4 ,  49 ,  53 ,  54 ,  50 
 4 ,  51 ,  47 ,  48 ,  52 
 4 ,  50 ,  48 ,  47 ,  49 
 4 ,  53 ,  51 ,  52 ,  54 
 0 
 1 
-1 ,  0 ,  0 ,  1 ,  0 , "Base", "None"
 0 
